1	63,6567412	12,7062047	6,3137515	4,1652998	3,0776835	2,4142136	1,9626105
2	9,9248432	4,3026527	2,9199856	2,2819306	1,8856181	1,6035675	1,3862066
3	5,8409093	3,1824463	2,3533634	1,9243197	1,6377444	1,4226253	1,2497781
4	4,6040949	2,7764451	2,1318468	1,7781922	1,5332063	1,3443976	1,1895669
5	4,0321430	2,5705818	2,0150484	1,6993626	1,4758840	1,3009490	1,1557673
6	3,7074280	2,4469119	1,9431803	1,6501732	1,4397557	1,2733493	1,1341569
7	3,4994833	2,3646243	1,8945786	1,6165917	1,4149239	1,2542787	1,1191591
8	3,3553873	2,3060041	1,8595480	1,5922214	1,3968153	1,2403183	1,1081454
9	3,2498355	2,2621572	1,8331129	1,5737358	1,3830287	1,2296592	1,0997162
10	3,1692727	2,2281389	1,8124611	1,5592359	1,3721836	1,2212554	1,0930581
11	3,1058065	2,2009852	1,7958848	1,5475598	1,3634303	1,2144602	1,0876664
12	3,0545396	2,1788128	1,7822876	1,5379565	1,3562173	1,2088525	1,0832114
13	3,0122758	2,1603687	1,7709334	1,5299196	1,3501713	1,2041462	1,0794687
14	2,9768427	2,1447867	1,7613101	1,5230951	1,3450304	1,2001403	1,0762802
15	2,9467129	2,1314495	1,7530504	1,5172280	1,3406056	1,1966893	1,0735314
16	2,9207816	2,1199053	1,7458837	1,5121302	1,3367572	1,1936854	1,0711372
17	2,8982305	2,1098156	1,7396067	1,5076598	1,3333794	1,1910471	1,0690331
18	2,8784405	2,1009220	1,7340636	1,5037077	1,3303909	1,1887115	1,0671695
19	2,8609346	2,0930241	1,7291328	1,5001888	1,3277282	1,1866293	1,0655074
20	2,8453397	2,0859634	1,7247182	1,4970355	1,3253407	1,1847614	1,0640158
21	2,8313596	2,0796138	1,7207429	1,4941938	1,3231879	1,1830764	1,0626697
22	2,8187561	2,0738731	1,7171444	1,4916196	1,3212367	1,1815487	1,0614488
23	2,8073357	2,0686576	1,7138715	1,4892769	1,3194602	1,1801572	1,0603365
24	2,7969395	2,0638986	1,7108821	1,4871358	1,3178359	1,1788845	1,0593189
25	2,7874358	2,0595386	1,7081408	1,4851713	1,3163451	1,1777160	1,0583844
26	2,7787145	2,0555294	1,7056179	1,4833625	1,3149719	1,1766394	1,0575232
27	2,7706830	2,0518305	1,7032884	1,4816916	1,3137029	1,1756443	1,0567270
28	2,7632625	2,0484071	1,7011309	1,4801434	1,3125268	1,1747218	1,0559887
29	2,7563859	2,0452296	1,6991270	1,4787048	1,3114336	1,1738642	1,0553022
30	2,7499957	2,0422725	1,6972609	1,4773647	1,3104150	1,1730649	1,0546623
31	2,7440419	2,0395134	1,6955188	1,4761131	1,3094635	1,1723181	1,0540644
32	2,7384815	2,0369333	1,6938887	1,4749418	1,3085728	1,1716189	1,0535045
33	2,7332766	2,0345153	1,6923603	1,4738431	1,3077371	1,1709628	1,0529790
34	2,7283944	2,0322445	1,6909243	1,4728105	1,3069516	1,1703459	1,0524849
35	2,7238056	2,0301079	1,6895725	1,4718382	1,3062118	1,1697649	1,0520194
36	2,7194846	2,0280940	1,6882977	1,4709212	1,3055139	1,1692167	1,0515802
37	2,7154087	2,0261925	1,6870936	1,4700547	1,3048544	1,1686986	1,0511651
38	2,7115576	2,0243942	1,6859545	1,4692348	1,3042302	1,1682082	1,0507721
39	2,7079132	2,0226909	1,6848751	1,4684578	1,3036386	1,1677433	1,0503995
40	2,7044593	2,0210754	1,6838510	1,4677204	1,3030771	1,1673020	1,0500458
41	2,7011813	2,0195410	1,6828780	1,4670197	1,3025434	1,1668826	1,0497095
42	2,6980662	2,0180817	1,6819524	1,4663529	1,3020355	1,1664834	1,0493895
43	2,6951021	2,0166922	1,6810707	1,4657177	1,3015516	1,1661030	1,0490846
44	2,6922783	2,0153676	1,6802300	1,4651119	1,3010901	1,1657402	1,0487936
45	2,6895850	2,0141034	1,6794274	1,4645335	1,3006493	1,1653936	1,0485158
46	2,6870135	2,0128956	1,6786604	1,4639807	1,3002280	1,1650624	1,0482501
47	2,6845556	2,0117405	1,6779267	1,4634518	1,2998249	1,1647454	1,0479959
48	2,6822040	2,0106348	1,6772242	1,4629453	1,2994389	1,1644418	1,0477524
49	2,6799520	2,0095752	1,6765509	1,4624598	1,2990688	1,1641507	1,0475190
50	2,6777933	2,0085591	1,6759050	1,4619940	1,2987137	1,1638714	1,0472949
51	2,6757222	2,0075838	1,6752850	1,4615468	1,2983727	1,1636032	1,0470798
52	2,6737336	2,0066468	1,6746892	1,4611170	1,2980450	1,1633454	1,0468730
53	2,6718226	2,0057460	1,6741162	1,4607037	1,2977298	1,1630975	1,0466741
54	2,6699848	2,0048793	1,6735649	1,4603059	1,2974265	1,1628588	1,0464826
55	2,6682160	2,0040448	1,6730340	1,4599228	1,2971343	1,1626289	1,0462982
56	2,6665124	2,0032407	1,6725223	1,4595535	1,2968527	1,1624073	1,0461204
57	2,6648705	2,0024655	1,6720289	1,4591974	1,2965810	1,1621936	1,0459489
58	2,6632870	2,0017175	1,6715528	1,4588538	1,2963189	1,1619873	1,0457833
59	2,6617588	2,0009954	1,6710930	1,4585219	1,2960657	1,1617881	1,0456234
60	2,6602830	2,0002978	1,6706489	1,4582013	1,2958211	1,1615955	1,0454689
61	2,6588571	1,9996236	1,6702195	1,4578913	1,2955846	1,1614094	1,0453196
62	2,6574786	1,9989715	1,6698042	1,4575914	1,2953558	1,1612293	1,0451750
63	2,6561450	1,9983405	1,6694022	1,4573011	1,2951343	1,1610550	1,0450351
64	2,6548543	1,9977297	1,6690130	1,4570201	1,2949198	1,1608861	1,0448996
65	2,6536045	1,9971379	1,6686360	1,4567478	1,2947120	1,1607226	1,0447683
66	2,6523935	1,9965644	1,6682705	1,4564838	1,2945106	1,1605640	1,0446410
67	2,6512197	1,9960084	1,6679161	1,4562278	1,2943152	1,1604102	1,0445176
68	2,6500813	1,9954689	1,6675723	1,4559795	1,2941256	1,1602609	1,0443978
69	2,6489768	1,9949454	1,6672385	1,4557384	1,2939416	1,1601161	1,0442815
70	2,6479046	1,9944371	1,6669145	1,4555042	1,2937629	1,1599754	1,0441685
71	2,6468634	1,9939434	1,6665997	1,4552768	1,2935893	1,1598387	1,0440588
72	2,6458519	1,9934636	1,6662937	1,4550557	1,2934205	1,1597058	1,0439521
73	2,6448688	1,9929971	1,6659962	1,4548408	1,2932564	1,1595766	1,0438484
74	2,6439129	1,9925435	1,6657069	1,4546317	1,2930968	1,1594509	1,0437475
75	2,6429831	1,9921022	1,6654254	1,4544282	1,2929415	1,1593286	1,0436493
76	2,6420783	1,9916726	1,6651514	1,4542302	1,2927903	1,1592095	1,0435537
77	2,6411976	1,9912544	1,6648845	1,4540374	1,2926430	1,1590936	1,0434606
78	2,6403400	1,9908471	1,6646246	1,4538495	1,2924996	1,1589806	1,0433699
79	2,6395046	1,9904502	1,6643714	1,4536665	1,2923598	1,1588705	1,0432815
80	2,6386906	1,9900634	1,6641246	1,4534881	1,2922236	1,1587632	1,0431953
81	2,6378971	1,9896863	1,6638839	1,4533141	1,2920907	1,1586586	1,0431113
82	2,6371234	1,9893186	1,6636492	1,4531444	1,2919611	1,1585565	1,0430294
83	2,6363688	1,9889598	1,6634202	1,4529788	1,2918347	1,1584569	1,0429494
84	2,6356325	1,9886097	1,6631967	1,4528173	1,2917113	1,1583597	1,0428713
85	2,6349139	1,9882679	1,6629785	1,4526595	1,2915908	1,1582648	1,0427951
86	2,6342123	1,9879342	1,6627654	1,4525055	1,2914732	1,1581722	1,0427207
87	2,6335272	1,9876083	1,6625573	1,4523550	1,2913582	1,1580816	1,0426480
88	2,6328580	1,9872899	1,6623540	1,4522080	1,2912459	1,1579932	1,0425770
89	2,6322042	1,9869787	1,6621553	1,4520643	1,2911362	1,1579067	1,0425075
90	2,6315652	1,9866745	1,6619611	1,4519238	1,2910289	1,1578222	1,0424397
91	2,6309405	1,9863772	1,6617712	1,4517865	1,2909240	1,1577396	1,0423733
92	2,6303296	1,9860863	1,6615854	1,4516521	1,2908214	1,1576587	1,0423083
93	2,6297321	1,9858018	1,6614037	1,4515207	1,2907210	1,1575796	1,0422448
94	2,6291476	1,9855234	1,6612259	1,4513921	1,2906227	1,1575022	1,0421827
95	2,6285757	1,9852510	1,6610518	1,4512662	1,2905265	1,1574265	1,0421218
96	2,6280158	1,9849843	1,6608814	1,4511430	1,2904324	1,1573523	1,0420622
97	2,6274678	1,9847232	1,6607146	1,4510223	1,2903402	1,1572796	1,0420039
